Mean Velocity,Std Dev,Min Velocity,Max Velocity,Range,Median,Kurtosis,Skewness,Energy,MQ_type
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
8.3381064168288435e-22,1.2887727878126043e-09,-2.7881694623909516e-08,2.5165159772818893e-08,5.3046854396728406e-08,-3.1712933300490174e-13,26.82746694602311,-0.0053718561392655,9.507559054987996e-13,deep_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
8.3381064168288435e-22,1.2887727878126043e-09,-2.7881694623909516e-08,2.5165159772818893e-08,5.3046854396728406e-08,-3.1712933300490174e-13,26.82746694602311,-0.0053718561392655,9.507559054987996e-13,deep_mq
3.5345037879529374e-22,7.4265716647548e-10,-9.331618988020194e-09,9.535603784630832e-09,1.8867222772651024e-08,-3.6994957798277095e-14,4.86330331194554,0.0989009873925106,3.157002022641796e-13,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
3.5345037879529374e-22,7.4265716647548e-10,-9.331618988020194e-09,9.535603784630832e-09,1.8867222772651024e-08,-3.6994957798277095e-14,4.86330331194554,0.0989009873925106,3.157002022641796e-13,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
1.686771068070609e-20,1.1584532393550394e-09,-2.005056692599376e-08,1.8075990857491772e-08,3.812655778348553e-08,4.0412824179045246e-14,15.209577526036613,0.0050113474126045,7.681821809478764e-13,deep_mq
3.5345037879529374e-22,7.4265716647548e-10,-9.331618988020194e-09,9.535603784630832e-09,1.8867222772651024e-08,-3.6994957798277095e-14,4.86330331194554,0.0989009873925106,3.157002022641796e-13,deep_mq
1.4019733560635693e-20,1.0722256337324915e-09,-1.5780958483574985e-08,1.5346893539071263e-08,3.112785202264625e-08,4.170959543556945e-13,3.073610885294386,-0.0273749346871064,6.580526092168093e-13,deep_mq
1.686771068070609e-20,1.1584532393550394e-09,-2.005056692599376e-08,1.8075990857491772e-08,3.812655778348553e-08,4.0412824179045246e-14,15.209577526036613,0.0050113474126045,7.681821809478764e-13,deep_mq
8.3381064168288435e-22,1.2887727878126043e-09,-2.7881694623909516e-08,2.5165159772818893e-08,5.3046854396728406e-08,-3.1712933300490174e-13,26.82746694602311,-0.0053718561392655,9.507559054987996e-13,deep_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
1.4019733560635693e-20,1.0722256337324915e-09,-1.5780958483574985e-08,1.5346893539071263e-08,3.112785202264625e-08,4.170959543556945e-13,3.073610885294386,-0.0273749346871064,6.580526092168093e-13,deep_mq
8.3381064168288435e-22,1.2887727878126043e-09,-2.7881694623909516e-08,2.5165159772818893e-08,5.3046854396728406e-08,-3.1712933300490174e-13,26.82746694602311,-0.0053718561392655,9.507559054987996e-13,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
8.3381064168288435e-22,1.2887727878126043e-09,-2.7881694623909516e-08,2.5165159772818893e-08,5.3046854396728406e-08,-3.1712933300490174e-13,26.82746694602311,-0.0053718561392655,9.507559054987996e-13,deep_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
1.4019733560635693e-20,1.0722256337324915e-09,-1.5780958483574985e-08,1.5346893539071263e-08,3.112785202264625e-08,4.170959543556945e-13,3.073610885294386,-0.0273749346871064,6.580526092168093e-13,deep_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
1.4019733560635693e-20,1.0722256337324915e-09,-1.5780958483574985e-08,1.5346893539071263e-08,3.112785202264625e-08,4.170959543556945e-13,3.073610885294386,-0.0273749346871064,6.580526092168093e-13,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
1.4019733560635693e-20,1.0722256337324915e-09,-1.5780958483574985e-08,1.5346893539071263e-08,3.112785202264625e-08,4.170959543556945e-13,3.073610885294386,-0.0273749346871064,6.580526092168093e-13,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
8.3381064168288435e-22,1.2887727878126043e-09,-2.7881694623909516e-08,2.5165159772818893e-08,5.3046854396728406e-08,-3.1712933300490174e-13,26.82746694602311,-0.0053718561392655,9.507559054987996e-13,deep_mq
1.686771068070609e-20,1.1584532393550394e-09,-2.005056692599376e-08,1.8075990857491772e-08,3.812655778348553e-08,4.0412824179045246e-14,15.209577526036613,0.0050113474126045,7.681821809478764e-13,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
3.5345037879529374e-22,7.4265716647548e-10,-9.331618988020194e-09,9.535603784630832e-09,1.8867222772651024e-08,-3.6994957798277095e-14,4.86330331194554,0.0989009873925106,3.157002022641796e-13,deep_mq
3.5345037879529374e-22,7.4265716647548e-10,-9.331618988020194e-09,9.535603784630832e-09,1.8867222772651024e-08,-3.6994957798277095e-14,4.86330331194554,0.0989009873925106,3.157002022641796e-13,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
3.5345037879529374e-22,7.4265716647548e-10,-9.331618988020194e-09,9.535603784630832e-09,1.8867222772651024e-08,-3.6994957798277095e-14,4.86330331194554,0.0989009873925106,3.157002022641796e-13,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
9.206572728932885e-22,3.2082139280729198e-09,-8.89369429256735e-08,8.819970983371728e-08,1.771366527593908e-07,5.403148697661474e-14,93.83472996428588,0.0199590686746026,5.891608120946169e-12,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
1.4019733560635693e-20,1.0722256337324915e-09,-1.5780958483574985e-08,1.5346893539071263e-08,3.112785202264625e-08,4.170959543556945e-13,3.073610885294386,-0.0273749346871064,6.580526092168093e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
